text,date,message_id,has_media,react1,count1,react2,count2,react3,count3,react4,count4,react5,count5
"هالووین فقط اونجا که شهرداری تهران برای یادبود حادثه منا ماکت اجساد رو شبانه ریخته بودن وسط پارک.   
 
*مَهدی مُحرَز*

@OfficialPersianTwitter",2024-10-27 05:45:06+00:00,398293,1,🤣,1096,😐,344,😁,56,😢,44,👍,20
"دفتر نمایندگی ایران در سازمان ملل:

🔹۱. جنگنده‌های رژیم صهیونیستی از فضای عراق و حدود ۷۰ مایلی مرز با ایران به سمت چند سایت نظامی و راداری ایران حمله کردند.

🔹۲. آسمان عراق در اشغال و تحت فرماندهی و کنترل ارتش آمریکاست.

🔹نتیجه: هم‌دستی آمریکا در این جنایت قطعی است.

*OPT*

@OfficialPersianTwitter",2024-10-27 05:43:28+00:00,398292,1,👍,431,😁,74,👎,14,🤣,12,😡,9
"کتک کاری در فرودگاه مهرآباد بین هواداران استقلال و کادرفنی و تدارکات/ درگیری یک هوادار و سهراب بختیاری زاده؛ پلیس فرودگاه وارد عمل شد!


🔹پایگاه خبری فوتبالی- در حالیکه کاروان استقلال از خرم آباد با پروازی اختصاصی به تهران برگشته بود، در فرودگاه مهرآباد، هواداران معترض استقلال با تنی چند از اعضای کادرفنی و تدارکات استقلال درگیر شدند.

🔹به گزارش فوتبالی، هواداران استقلال در حالیکه به عملکرد تیم و شکست مقابل خیبر معترض بودند، به بازیکنان و کادرفنی اعتراض می کردند. در این میان یکی از هواداران رو به سهراب بختیاری زاده کرد و گفت باید به سوالات من پاسخ بدهی، به سینه او کوبید و با سهراب بختیاری زاده درگیری لفظی پیدا کرد که در نهایت تنی چند از عوامل تدارکات تیم به نشانه حمایت از بختیاری زاده با هوادار معترض استقلال درگیر شدند و بین آنها کتک کاری شکل گرفت.

🔹به دلیل افزایش وسعت درگیری بین هواداران و اعضای باشگاه، پلیس فرودگاه مهرآباد وارد عمل شد و به میانجی گری پرداخت. پلیس فرودگاه از هوادار کتک خورده استقلال خواست تا اگر شکایتی دارد آن را مطرح کند که هوادار گفت از کسی که عضو باشگاه استقلال باشد و لباس این تیم را بپوشد، شکایتی نمی کند و ماجرا با مصالحه طرفین ختم به خیر شد.

🔹در نهایت بازیکنان و کادرفنی بدون گفت و گو با گزارشگر فوتبالی، محل فرودگاه را ترک کردند. گزارشگر فوتبالی در فرودگاه مهرآباد موسیمانه و دستیارانش را هم مشاهده نکرد و احتمالا آنها خیلی زودتر از فرودگاه مهرآباد خارج شده بودند. استقلالی ها قرار بود امشب در خرم آباد بمانند اما به جهت بازشدن پروازها، توانستند به تهران بازگردند.

‌‌*OPT*

@OfficialPersianTwitter",2024-10-27 05:41:01+00:00,398291,0,🤣,175,👍,56,👎,15,😁,10,❤,4
"ایران خواستار برگزاری نشست فوری شورای امنیت شد

🔹ایران، در پی حمله اخیر رژیم اسرائیل به مراکز نظامی ایران از رئیس شورای امنیت سازمان ملل درخواست کرد که برای رسیدگی به این موضوع و اطمینان از پاسخگو کردن رژیم صهیونسیتی نشست فوری تشکیل دهد

*OPT*

@OfficialPersianTwitter",2024-10-27 05:39:01+00:00,398290,0,👍,315,🤣,85,😁,13,👎,4,🎃,3
"اعلام عزای عمومی در استان سیستان و بلوچستان

🔹سیستان و بلوچستان همزمان با آیین تشییع و بدرقه پیکرهای مطهر شهیدان والامقام در استان سیستان و بلوچستان عزای عمومی اعلام شد. 

*OPT*

@OfficialPersianTwitter",2024-10-27 05:37:01+00:00,398289,0,😢,511,😭,89,❤,43,🕊,25,👍,17
"قطع برق در چالوس به‌دلیل بارش شدید باران

🔹ساعاتی پیش بارش شدید باران در شهرهای نوشهر و چالوس شروع شد و این بارش ها موجب قطع برق و اینترنت شده است.

🔹مدیر کل مدیریت بحران مازندران از دیروز نسبت به وقوع سیلاب و طغیان رودخانه‌ها هشدار داده و خواست مردم از حضور در مسیل‌ها و حریم رودخانه‌ها تا پایان روز یک‌شنبه خودداری کنند.

*OPT*

@OfficialPersianTwitter",2024-10-27 05:35:03+00:00,398288,0,👍,60,⚡,16,❤,6,😡,2,👎,1
"یجوری اول صبح همه خونسرد دارن میرن سرکار و دانشگاه انگار نه انگار یه کشور دیگه بهمون حمله کرده😂😂 
 
*mahi*

@OfficialPersianTwitter",2024-10-27 05:31:05+00:00,398287,0,🤣,723,😎,87,😁,49,👍,40,👎,23
"‏با خیال راحت میخوابم چون اسرائیل جرات و قدرت حمله به ایالت کرج رو نداره

•گل•

@OfficialPersianTwitter",2024-10-26 20:59:22+00:00,398284,0,😁,698,🤣,282,👍,38,🥴,24,👎,17
"‌‏چشمان او بارسای ظالم بود و دل من رئال بی‌دفاع🫠

•poxacim•

@OfficialPersianTwitter",2024-10-26 20:57:41+00:00,398283,0,😁,669,🤣,261,👎,28,❤,19,🥴,17
"‏اصلا روزهای خوبی برای ایرانی استقلالی رئالی بودن نیست

•شارلوت درونته•

@OfficialPersianTwitter",2024-10-26 20:54:29+00:00,398282,0,🤣,1349,👍,261,😁,86,😢,73,😭,28
"پایان بازی با پیروزی شاگردان فلیک

رئال مادرید 0 - بارسلونا 4

•OPT•

@OfficialPersianTwitter",2024-10-26 20:54:10+00:00,398281,0,❤,480,❤‍🔥,129,👎,64,👍,46,😡,32
"پیمان یوسفی میگه :«صنعت فوتبال هم بقول معروف مث گوسفنده، دورریز نداره »🤣🤣🤣🤣
«خیابانی» دیگه لایف‌ستایل شده!🤣🤣

• مرغ شب خوان •

@OfficialPersianTwitter",2024-10-26 20:49:47+00:00,398278,0,😁,792,🤣,322,👍,24,🥴,18,😈,5
"جوانترین گلزن تاریخ ال کلاسیکو؛ لامین یامال، 17 سال و 106 روز

•OPT•

@OfficialPersianTwitter",2024-10-26 20:47:23+00:00,398277,1,❤,747,👍,72,👎,40,🔥,25,🏆,10
"جوری که من امشب میخوابم وقتی میدونم باک ماشینم پره:   
 
• Shayan •

@OfficialPersianTwitter",2024-10-26 20:46:01+00:00,398276,1,🤣,758,😁,85,👍,25,👻,5,💅,5
"گل چهارم بارسلونا توسط رافینیا در دقیقه 83

رئال مادرید 0 - بارسلونا 4

•OPT•

@OfficialPersianTwitter",2024-10-26 20:45:27+00:00,398275,0,🔥,533,🤣,98,👎,50,👍,23,🤪,8
"‏نمی‌شه درس خوندن هم برون‌سپاری کنیم؟
‏پول بدیم یکی بجای ما بخونه ولی محتواش بره تو مغز خودمون.


• Atom •

@OfficialPersianTwitter",2024-10-26 20:40:35+00:00,398274,0,👍,783,😁,104,👎,33,🥴,17,❤,10
"گل سوم بارسلونا توسط یامال در دقیقه 76

رئال مادرید 0 - بارسلونا 3

•OPT•

@OfficialPersianTwitter",2024-10-26 20:38:36+00:00,398273,0,🤯,279,❤,232,❤‍🔥,59,🤣,26,👍,21
"ظرف یک ثانیه از لوک‌خوش شانس به بوشوگ تغییر کاربری داد   
 
• امیر آریان •

@OfficialPersianTwitter",2024-10-26 20:36:36+00:00,398272,1,🤣,168,👍,24,🤯,12,😁,8,👎,7
"مراسم عقد دوستم وسطش یهو عروس گریش گرفت
منم پنج شیش ساله باهاشونم از هیجان اینکه بلاخره به هم رسیدن زدم زیر گریه
یه بنده خدایی اومد گف عزیزم گریه نکن ایشالا قسمت تو ام میشه 😐 

• الهام •

@OfficialPersianTwitter",2024-10-26 20:31:44+00:00,398271,0,🤣,2264,🥴,138,😐,129,❤,13,🎃,11
"‏پیمان یوسفی می‌گه لواندوفسکی گل اول رو با پا زد، گل دوم رو با سر. 
اگه خیابانی بود خیلی جدی می‌گفت حالا در ادامه باید ببینیم گل سوم رو‌ با کجاش می‌زنه.

•فاخر مفتخر•

@OfficialPersianTwitter",2024-10-26 20:24:43+00:00,398270,0,🤣,1493,😁,82,👍,41,❤,6,🎃,3
"سهراب شهیدثالث: «راجع به این دنیا یک فیلم خوش‌بینانه ساختن یا باید کلاهبرداری باشه یا خیلی مشکله.»   
 
• Film Review •

@OfficialPersianTwitter",2024-10-26 20:21:12+00:00,398269,1,👍,227,👎,64,❤,18,😢,16,👏,5
"سلف لاو فقط وقتی میپذیری نه تراپیست کسی هستی برای درک زیاد نه پدر و مادر برای یاد دادن بدیهیات. 
 
• مرجون •

@OfficialPersianTwitter",2024-10-26 20:18:01+00:00,398268,0,👍,724,❤,32,😢,20,👎,5,🥴,5
"گل دوم بارسلونا توسط لواندوفسکی در دقیقه 57

رئال مادرید 0 - بارسلونا 2

•OPT•

@OfficialPersianTwitter",2024-10-26 20:16:54+00:00,398267,0,❤,409,👎,83,👍,31,🗿,24,😢,18
"گل اول بارسلونا توسط لواندوفسکی در دقیقه 54

رئال مادرید 0 - بارسلونا 1

•OPT•

@OfficialPersianTwitter",2024-10-26 20:15:19+00:00,398266,0,❤,318,👎,82,❤‍🔥,30,👍,25,🗿,18
"وقتی ازم می‌پرسن چی‌شده چرا ناراحتی مشکلت چیه؟ تنها چیزی که به ذهنم می‌رسه اینه که: «من نمی‌تونم به تو بفهمونم.
نمی‌تونم به کسی بفهمونم که در من چی می‌گذره.
من حتی نمی‌تونم اونو برای خودم توضیح بدم.»

•diaco•

@OfficialPersianTwitter",2024-10-26 20:08:23+00:00,398264,0,👍,921,😢,88,❤,21,👎,11,😁,10
"پاره شدم 😂😂   
 
• 379 •

@OfficialPersianTwitter",2024-10-26 20:01:01+00:00,398263,1,🤣,1387,👎,176,😁,75,👍,24,🥴,22
"🔻آزادیِ زندانیانِ دارای بدهی کمتر از ۲۰۰ میلیون

رئیس سازمان زندان‌ها: 

🔸️تمامی زندانیانی که زیر  ۲۰۰ میلیون تومان بدهی مالی دارند شناسایی و زمینه آزادی آن‌ها فراهم می‌شود. موجبات آزادی این زندانیان از طریق گل‌ریزان‌ها و از طریق کمک‌های موردی و کمک‌های ستاد دیه فراهم می‌ شود./فارس

•OPT•

@OfficialPersianTwitter",2024-10-26 19:59:01+00:00,398262,0,👍,681,❤,185,👏,50,👎,13,😭,11
"توصیه من به شما جوونا اینه که اگه واقعا میخواین با یکی کانکت شین به بی ربط ترین استوریاش ریپلای بزنین. هر چی جفنگ تر بهتر. عکس خودشو فقط لایک کنین رد شین. 
 
• She and her darkness •

@OfficialPersianTwitter",2024-10-26 19:54:30+00:00,398261,0,🤣,868,👍,196,😁,58,👎,9,🥴,8
"پایان نیمه اول ال‌کلاسیکو 

رئال مادرید 0__0 بارسلونا

•OPT•

@OfficialPersianTwitter",2024-10-26 19:51:40+00:00,398260,0,❤,95,👍,37,🤣,12,👎,10,⚡,5
"بلوچ‌های نازنین بار واژگون‌شده‌ی یک کامیون رو برای راننده‌ش جمع می‌کنن.   
 
• فلات ایران •

@OfficialPersianTwitter",2024-10-26 19:47:15+00:00,398259,1,❤,1629,👍,96,👎,56,👏,31,🗿,11
"‏بعد از عمری اومدیم فوتبال ببینیم، اینا کین تو بارسا؟ رونالدینیو کجاست؟

•سدل•

@OfficialPersianTwitter",2024-10-26 19:42:13+00:00,398258,0,🤣,1158,😢,143,😁,87,👍,63,👎,16
"ما اصفهانی‌ها به گربه این ‌رنگی می‌گیم ""بیدینجیلی"". امروز فهمیدم ""بیدانجیل"" همون دانه کرچک هست. چه نامگذاری جالبی!

• مروارید •

@OfficialPersianTwitter",2024-10-26 19:34:58+00:00,398256,1,👍,702,❤,319,😁,56,👎,35,🗿,13
"🔶 بارسلونا استاد آفسایدگیری

کیلیان امباپه در 20 دقیقه ابتدایی ال کلاسیکو، 4 بار در تله آفساید قرار گرفت. همچنین در دقیقه 30 موفق به گلزنی شد که آن هم به علت آفساید مردود شد

رئال مادرید 0 - بارسلونا 0

•OPT•

@OfficialPersianTwitter",2024-10-26 19:33:08+00:00,398255,0,👍,279,👎,71,❤,27,🎃,15,😐,14
"‏دیدن یامال ۱۷ ساله با این کیفیت تو لباس بارسا منو یاد نوجوونی و جوونی خودم میندازه که با همین کیفیت چه تن لشی بودم

•ژنرال•

@OfficialPersianTwitter",2024-10-26 19:27:01+00:00,398254,0,😁,822,🤣,398,👍,50,😢,36,👎,11
"چند ماه بود دنبال یک فرش قرمز برای اتاقم میگشتم و امروز یدونه تو خونه مادربزرگم پیدا کردم. خدایا شکرت🥂
خدا همه مادربزرگارو نگه داره   
 
• پرسه‌زن •

@OfficialPersianTwitter",2024-10-26 19:21:46+00:00,398253,1,❤,1852,❤‍🔥,233,😁,146,👎,47,🥴,35
"۲ طلا و یک برنز ایران در ۵ وزن نخست کشتی آزاد امیدهای جهان

🔹در پایان رقابت های ۵ وزن نخست کشتی آزاد امیدهای جهان در آلبانی، نمایندگان ایران صاحب ۲ مدال طلا و یک برنز شدند.

🔹امیرحسین فیروزپور در وزن ۹۲ کیلوگرم و امیررضا معصومی در وزن ۱۲۵ کیلوگرم به مدال طلا رسیدند.

🔹ابراهیم خواری در وزن ۶۱ کیلوگرم صاحب مدال برنز شد./ایسنا

•OPT•

@OfficialPersianTwitter",2024-10-26 19:18:01+00:00,398252,0,❤,261,👍,43,🏆,16,❤‍🔥,5,👏,3
"‏فرصت طلب فقط مامانم
میگه حالا که داره جنگ میشه الکی کرایه خونه نده جمع کن بیا پیش خودم😅

•Shabnam•

@OfficialPersianTwitter",2024-10-26 19:13:19+00:00,398251,0,🤣,968,❤,152,😁,72,👍,38,👎,17
"دیشب عروسی دعوت بودیم مامانم گفت بیا خونه ما باهم اماده شیم منو هم آرایش کن. خلاصه آرایش کردم و رفتیم عروسی و ..الان زنگ زدم بهش حرف زدیم گفتم دیدی ارایشت چقدر خوب شده بود؟ برگشت گف زهرا رو دیدی ؟ دخترش آرایشش کرده بود!  گفتم زهرا ؟!؟!! منظورت همونه که  با موهای یخی و چمیدونم کرم کاراملی پوستشو برنز کرده بود و مژه های بلند گذاشته بود و رژ عنی زده بود؟!؟! گف اره خیلی خوب شده بود 😐 وای خدای من 
کلی بهش توضیح دادم که الان آرایش نچرال مده نه اینمدلی میگه نه خب قشنگ شده بود 😂 

• آرتی •

@OfficialPersianTwitter",2024-10-26 19:08:34+00:00,398250,0,😁,929,🤣,390,🥴,130,👍,56,😢,30
"طبق ادعای رسانه‌های عربستانی، هروه رنار مجددا سرمربی تیم ملی عربستان شد.

•OPT•

@OfficialPersianTwitter",2024-10-26 19:05:35+00:00,398249,0,🤣,132,👍,34,😁,12,❤,7,👎,5
"خورشید امروز، اینگونه با ما وداع کرد.   
 
• یه درختم •

@OfficialPersianTwitter",2024-10-26 19:01:47+00:00,398248,1,❤,1697,👍,72,😇,34,😭,22,🔥,13
"رکورد عجیب ترین خواب های تاریخ باید به نام بنده ثبت بشه مثلا دیشب داشتم رانندگی میکردم تا اینجاش عادیه ولی رو کاپوت  نشسته بودم و ماشین رو داشتم هدایت میکردم. 
 
• هادیِ هنردوست •

@OfficialPersianTwitter",2024-10-26 18:57:06+00:00,398247,0,🤣,1141,😁,108,👍,43,👎,25,🤪,18
"دفتر نتانیاهو: گزارش ها مبنی بر خودداری ما از حمله به تاسیسات هسته ای و نفتی ایران به دلیل فشار آمریکا کذب است.

ادعای نتانیاهو درباره تجاوز اخیر به ایران

🔹نخست‌وزیر رژیم صهیونیستی: اسرائیل، اهداف خود را در ایران با تکیه بر منافع خود انتخاب کرده، نه بر اساس آنچه واشنگتن امید داشته است!

•OPT•

@OfficialPersianTwitter",2024-10-26 18:52:01+00:00,398246,0,😁,360,🤣,169,👍,76,🤪,28,👏,14
"شعر خوانی شهید نسل جدید ارتش که شب گذشته در حمله اسرائیل به شهادت رسید/ شهید سجاد منصوری

• بهمن بابازاده•

‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‎‌‌‌‎‌‌‌‌‎‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌‌@OfficialPersianTwitter",2024-10-26 18:49:02+00:00,398245,1,😢,1974,❤,482,😭,151,🕊,99,😁,29
"تصویری از چارلز برانسون ، یکی از خطرناکترین زندانی های جهان. از سال 1974 تا به همین لحظه به دلیل رفتارهای خشن ، 120 بار به زندان های مختلف منتقل شده ، 20 بار به نگهبان ها حمله کرده و 11 بار زندانی های دیگه رو در ازای شرایط بهتر در زندان ، گروگان گرفته.

 • مَهدی مُحرَز •

@OfficialPersianTwitter",2024-10-26 18:46:32+00:00,398244,1,🤣,666,😐,269,👍,46,😁,39,👎,13
"اسپیکر قابل حمل از مخرب ترین ایده های بشریه. شب ساعت ۱۲ میری لب دریا از سکوت و صدای آب لذت ببری یه گوساله‌ ای اونجا اسپیکر اورده ریده تو فضا 😤 

 • روانپریش دوم درب اول •

@OfficialPersianTwitter",2024-10-26 18:41:19+00:00,398243,0,👍,3172,😁,113,👎,35,👌,9,🥴,9
"⭕️محرومیت بیرانوند تعلیقی شد

⚽️ بیرانوند پس از مصاحبه علیه هیئت مدیره پرسپولیس و اتهام پرداخت رشوه به اعضای هیئت مدیره این باشگاه، با جریمه دو میلیارد تومانی و محرومیت یک جلسه‌ای مواجه شد که طبق رأی کمیته انضباطی، در صورت عذرخواهی محرومیت او به حالت تعلیقی در خواهد آمد.

⚽️ بیرانوند امروز در مصاحبه‌ای بابت اتهامات وارد کرده به هیئت مدیره پرسپولیس عذرخواهی کرد و حالا شنیده می‌شود به همین دلیل محرومیت این بازیکن به حالت تعلیقی درآمده و او مشکلی برای همراهی تراکتور در دیدار فردا مقابل آلومینیوم اراک ندارد.

 •OPT•

@OfficialPersianTwitter",2024-10-26 18:29:10+00:00,398241,0,👎,551,👍,65,🤣,47,😁,27,😡,26
"‏دیشب برای اولین‌بار از schedule message استفاده کردم و  دقیقا دو ساعت بعد اسرائیل حمله کرد. ملت ۶ صبح پاشدن با ۱۰۰ تا نوتیف جنگ و یه پیام بی‌ربط از من که برای افق دید همکاری ۱۰‌ساله‌مون آرزوی موفقیت کردم.

•مهداد•

@OfficialPersianTwitter",2024-10-26 18:27:01+00:00,398240,0,🤣,1358,😁,86,👍,27,☃,17,❤,12
"منم اقا چاوشی منم!!   
 
• Majid •

@OfficialPersianTwitter",2024-10-26 18:20:43+00:00,398239,1,👍,1464,😢,266,😭,58,😁,23,👾,14
"يبار نصف شب با شوهرخالم تو جنگل گم شديم
انقد داد زد چوپاان چوپااان، يهو يه خرسِ اومد گفت عاقا ازين سمت مسيرته، ولي جون عزيزت داد نزن خوابيم

• موژتبا •

@OfficialPersianTwitter",2024-10-26 18:13:57+00:00,398238,0,🤣,1309,😁,103,👍,47,😐,40,👎,21
"یه سری دوستم زنگ زد گفت فلان تاریخ عروسیمه ولی نمی‌تونم دعوتت کنم، گفتم بهت خبر بدم :)))))
هنوزم یکی از عجیب‌ترین و خنده‌دارترین مکالماتمه!

》آیدین داش‌آغلو《

@OfficialPersianTwitter",2024-10-26 18:09:15+00:00,398236,0,😁,1354,😐,700,👍,55,😢,51,🗿,40
"گویا اسرائیلیها رضا پیشرو رو هم شهید کردن
این ببینه دیگه مثل جواد هاشمی واکنش نشون نمیده
برمیگرده میگه بی‌ناموسا ما داریم اینجا زحمت میکشیم....:)

》بهلول《

@OfficialPersianTwitter",2024-10-26 17:57:01+00:00,398233,1,😁,1238,🤣,668,👍,44,🥴,17,👎,16
"خیلی وضعیت عجیبی بود.
بعد صد سال نشستم پشت فرمون، اولین چارراه برف‌پاک‌کن رو زدم با آبپاش، یه‌هو دیدم آب جای اینکه رو شیشه بپاشه، صاف ریخت رو راننده ماشین بغلی که شیشه‌ش پایین بود. معذرت‌خواهی کردم رفتم جلوتر، پشت چراغ‌قرمز، از رو عادت آب‌پاش زدم، باز همون راننده کنارم بود😂

》مهشید جهانگرد《

@OfficialPersianTwitter",2024-10-26 17:53:01+00:00,398232,0,🤣,2392,😁,167,😐,34,👍,26,❤,8
"جدول رده بندی لیگ برتر در پایان بازی های امروز

》OPT《

@OfficialPersianTwitter",2024-10-26 17:51:55+00:00,398231,1,❤,477,👎,81,🤣,52,👍,29,😢,16
"صعود پرسپولیس به صدر جدول
پرسپولیس دو - شمس آذر صفر
گل ها: علیپور، امیری

》OPT《

@OfficialPersianTwitter",2024-10-26 17:49:26+00:00,398230,1,❤,705,👎,117,👍,34,🔥,15,❤‍🔥,14
"گفتیم ما که شاشیدیم تو خودمون، یکمشم ببریم ازمایشگاه

》شیمبله《

@OfficialPersianTwitter",2024-10-26 17:46:01+00:00,398229,1,🤣,1556,😁,100,👎,54,👍,27,❤,7
"قسمت زیادی از بازماندگان و جانبازان جنگ را روانپزشک ها و روانشناس‌ها می‌بینند؛ من تا به حال، کسی را ندیده‌ام که از جنگ برگشته باشد.
از دوستِ متخصصی که جانباز جنگ هم بود، پرسیدم: تو که دوستان و هم‌رزمان زیادی داشتی و آنها را گاهی می‌بینی، کسی از آنها به زندگی برگشت؟
گفت: کسی را نمی‌شناسد، هرکه رفت، دیگر برنگشت....

》دکتر روح الله صدیق《

@OfficialPersianTwitter",2024-10-26 17:41:24+00:00,398228,0,😢,1486,❤,121,👍,108,👎,26,🌚,6
"گل دوم پرسپولیس به شمس آذر در دقیقه ۹۰ توسط وحید امیری

پرسپولیس ۲ - شمس آذر ۰

》OPT《

@OfficialPersianTwitter",2024-10-26 17:40:16+00:00,398227,0,❤,479,👎,70,🔥,23,👍,21,🤣,7
"کاش یوسف آباد تهرانم بزنن من ۸ تومن به یکی اون سمتا بدهکارم.

》آقا الماسی《

@OfficialPersianTwitter",2024-10-26 17:27:01+00:00,398225,0,😁,1043,🤣,650,👎,382,😢,39,👍,26
"استوری دوستم بعد از جشن عروسیش

》ممزی《

@OfficialPersianTwitter",2024-10-26 17:21:01+00:00,398224,1,👍,1763,🤣,565,👎,247,😢,126,🥴,66
"**بازداشت تروریستِ حادثه‌ تفتان در کمتر از ۳ ساعت
**
سخنگوی فرماندهی انتظامی:
🔹️واحدهای عمل کننده مبارزه با تروریسم فراجا در عملیاتی گسترده اقدام به شناسایی عاملان حادثه‌ی امروز ظهر نموده، که در جریانِ آن تا الان یک نفر از تروریست‌ها دستگیر شد.

🔹️با تنگ‌تر شدن عرصه بر  مزدوران، آنها مجبور شدند خودرو و سایر تجهیزات را رها و از صحنه بگریزند که تلاش برای دستگیری تمامی تروریست‌ها در دستورکار قرار دارد. 

🔹️از ساعاتی پیش جانشین فرمانده کل انتظامی در موقعیت حضور و درحال پیگیری موضوع هستند.

》OPT《

@OfficialPersianTwitter",2024-10-26 17:19:01+00:00,398223,0,👍,745,👏,106,❤,35,👎,20,🫡,13
"دوستان نمیشه به اسرائیلیا بگیم جنگو بذارن برای عید انجام بدن؟!
الان هم سرده هم کار زیاد داریم نمیتونیم بشینیم تحلیلها و توییتهارو بخونیم، اون موقع وقتمون آزاده آجیلم داریم قشنگ میشینیم با خیال راحت به جنگمون میرسیم
نظرتونه؟!

》دختر رضاشونم《

@OfficialPersianTwitter",2024-10-26 17:14:01+00:00,398222,0,👍,1400,😁,435,👎,242,🤣,149,😢,18
"یه زمانی هم شایعه شده بود من می‌خوام ازدواج کنم. فامیلا سر اینکه یه وخ من نرم خواستگاری دخترشون یه جور با سرعت دختراشونو شوهر می‌دادن که اون لابلا ازدواجا قاطی پاطی شد دختر عموم دوبار شوهر کرد. یه داداشم داشت اونم شوهر دادن.

》SiaVash《

@OfficialPersianTwitter",2024-10-26 17:08:01+00:00,398221,0,🤣,1991,😁,87,😐,47,👍,35,❤,9
"سقف برنابئو بسته شد، جهنم کهکشانی ها اماده  پذیرایی از بارسا

》OPT《

@OfficialPersianTwitter",2024-10-26 17:06:01+00:00,398220,1,🤣,576,❤,351,👍,59,😈,43,🥴,15
"کاش دفترچه راهنما داشتن دخترا😭

》mahdi《

@OfficialPersianTwitter",2024-10-26 17:02:01+00:00,398219,1,🤣,1566,😐,115,👎,109,👍,37,😁,30
